DateID,Day of week,Dayweek,Month,Year
Date2164,Weekday,Friday,10,2021
Date2165,Weekday,Thursday,3,2011
Date2166,Weekend,Sunday,10,2016
Date2167,Weekend,Sunday,3,2001
Date2168,Weekday,Friday,2,1993
Date2169,Weekday,Friday,1,1993
Date2170,Weekday,Wednesday,11,2013
Date2171,Weekday,Thursday,4,2002
Date2172,Weekend,Saturday,3,1993
Date2173,Weekday,Thursday,5,2016
Date2174,Weekend,Friday,11,2009
Date2175,Weekend,Friday,1,2018
Date2176,Weekday,Tuesday,8,2005
Date2177,Weekend,Saturday,4,2013
Date2178,Weekend,Monday,5,2004
Date2179,Weekend,Sunday,7,2014
Date2180,Weekend,Friday,7,2012
Date2181,Weekday,Wednesday,11,2019
Date2182,Weekend,Sunday,6,2024
Date2183,Weekend,Friday,5,2013
Date2184,Weekend,Friday,4,2013
Date2185,Weekday,Monday,4,2009
Date2186,Weekday,Tuesday,6,1993
Date2187,Weekday,Friday,12,2016
Date2188,Weekend,Sunday,3,2000
Date2189,Weekday,Monday,4,2006
Date2190,Weekday,Monday,1,2017
Date2191,Weekday,Thursday,12,1992
Date2192,Weekend,Saturday,8,1992
Date2193,Weekday,Friday,11,2018
Date2194,Weekend,Monday,7,1999
Date2195,Weekday,Monday,7,2005
Date2196,Weekend,Sunday,7,2010
Date2197,Weekend,Sunday,9,2012
Date2198,Weekend,Friday,5,2020
Date2199,Weekday,Friday,10,2006
Date2200,Weekend,Saturday,8,2018
Date2201,Weekday,Thursday,12,2007
Date2202,Weekend,Monday,3,1999
Date2203,Weekday,Thursday,7,1995
Date2204,Weekday,Tuesday,6,2024
Date2205,Weekday,Tuesday,1,2022
Date2206,Weekday,Thursday,9,2008
Date2207,Weekday,Monday,2,2014
Date2208,Weekday,Friday,10,2018
Date2209,Weekday,Wednesday,10,2011
Date2210,Weekday,Tuesday,9,2006
Date2211,Weekend,Saturday,2,2018
Date2212,Weekday,Friday,4,1997
Date2213,Weekend,Sunday,4,1999
Date2214,Weekend,Friday,8,2007
Date2215,Weekend,Sunday,6,1993
Date2216,Weekday,Wednesday,7,1994
Date2217,Weekend,Sunday,4,2004
Date2218,Weekend,Sunday,10,2011
Date2219,Weekday,Thursday,6,2014
Date2220,Weekday,Tuesday,2,1994
Date2221,Weekend,Sunday,7,2017
Date2222,Weekend,Sunday,1,2010
Date2223,Weekday,Friday,5,2004
Date2224,Weekend,Sunday,6,2000
Date2225,Weekend,Saturday,9,2021
Date2226,Weekend,Monday,4,1997
Date2227,Weekend,Friday,7,2004
Date2228,Weekend,Saturday,12,2023
Date2229,Weekend,Friday,2,2005
Date2230,Weekday,Tuesday,1,2016
Date2231,Weekend,Friday,3,2009
Date2232,Weekend,Friday,9,2001
Date2233,Weekend,Monday,10,1992
Date2234,Weekday,Thursday,5,2007
Date2235,Weekend,Monday,1,2007
Date2236,Weekday,Thursday,12,2017
Date2237,Weekend,Sunday,8,1994
Date2238,Weekday,Tuesday,2,1999
Date2239,Weekday,Monday,2,2006
Date2240,Weekday,Friday,3,1990
Date2241,Weekend,Sunday,11,2018
Date2242,Weekend,Friday,2,1999
Date2243,Weekend,Monday,1,2023
Date2244,Weekend,Saturday,10,2012
Date2245,Weekend,Saturday,12,2019
Date2246,Weekday,Thursday,10,2011
Date2247,Weekend,Friday,12,2004
Date2248,Weekday,Thursday,9,1990
Date2249,Weekend,Saturday,2,2011
Date2250,Weekend,Saturday,1,1995
Date2251,Weekday,Wednesday,9,2007
Date2252,Weekday,Monday,10,2012
Date2253,Weekend,Monday,7,2007
Date2254,Weekday,Friday,3,2006
Date2255,Weekend,Saturday,1,2003
Date2256,Weekend,Monday,11,1993
Date2257,Weekend,Monday,3,2010
Date2258,Weekday,Friday,4,2024
Date2259,Weekend,Friday,1,1990
Date2260,Weekday,Monday,9,1999
Date2261,Weekday,Wednesday,4,1997
Date2262,Weekday,Monday,10,1999
Date2263,Weekend,Monday,3,2024
Date2264,Weekend,Monday,6,2016
Date2265,Weekday,Wednesday,10,2012
Date2266,Weekday,Tuesday,5,2000
Date2267,Weekday,Friday,6,1995
Date2268,Weekend,Saturday,6,1996
Date2269,Weekday,Friday,4,2020
Date2270,Weekend,Saturday,4,2008
Date2271,Weekday,Monday,1,1991
Date2272,Weekday,Wednesday,7,1989
Date2273,Weekend,Monday,6,1994
Date2274,Weekday,Tuesday,6,2002
Date2275,Weekday,Thursday,6,2013
Date2276,Weekday,Monday,11,2007
Date2277,Weekday,Wednesday,5,2016
Date2278,Weekend,Friday,8,1991
Date2279,Weekday,Thursday,12,2006
Date2280,Weekday,Friday,11,1990
Date2281,Weekday,Monday,10,2013
Date2282,Weekend,Friday,11,2004
Date2283,Weekend,Friday,4,1997
Date2284,Weekend,Sunday,10,2000
Date2285,Weekday,Tuesday,5,2017
Date2286,Weekday,Wednesday,6,2002
Date2287,Weekday,Wednesday,2,2004
Date2288,Weekend,Friday,12,2007
Date2289,Weekday,Wednesday,7,1995
Date2290,Weekday,Monday,7,1992
Date2291,Weekday,Thursday,8,2014
Date2292,Weekday,Tuesday,7,1992
Date2293,Weekend,Monday,3,2019
Date2294,Weekend,Sunday,11,2023
Date2295,Weekday,Tuesday,3,2013
Date2296,Weekday,Tuesday,12,2016
Date2297,Weekend,Saturday,4,2023
Date2298,Weekend,Saturday,1,2002
Date2299,Weekday,Friday,1,1994
Date2300,Weekday,Thursday,8,2003
Date2301,Weekend,Monday,9,2004
Date2302,Weekend,Friday,11,2012
Date2303,Weekday,Thursday,2,2000
Date2304,Weekday,Friday,1,2016
Date2305,Weekend,Friday,6,2017
Date2306,Weekend,Monday,5,2005
Date2307,Weekend,Friday,5,2006
Date2308,Weekend,Sunday,1,2020
Date2309,Weekend,Friday,10,2017
Date2310,Weekend,Friday,3,2012
Date2311,Weekend,Sunday,3,2002
Date2312,Weekday,Thursday,2,1996
Date2313,Weekday,Friday,11,2007
Date2314,Weekday,Wednesday,1,1998
Date2315,Weekend,Monday,1,2013
Date2316,Weekend,Sunday,7,2002
Date2317,Weekday,Friday,3,1989
Date2318,Weekend,Sunday,3,1992
Date2319,Weekend,Friday,12,2022
Date2320,Weekday,Wednesday,1,2020
Date2321,Weekday,Tuesday,11,1998
Date2322,Weekend,Sunday,3,1995
Date2323,Weekend,Sunday,11,1997
Date2324,Weekday,Thursday,10,1991
Date2325,Weekday,Friday,11,2022
Date2326,Weekend,Sunday,4,2008
Date2327,Weekday,Friday,10,1991
Date2328,Weekday,Monday,7,2009
Date2329,Weekday,Wednesday,5,1990
Date2330,Weekday,Wednesday,6,2018
Date2331,Weekend,Sunday,8,2004
Date2332,Weekend,Monday,8,1998
Date2333,Weekday,Monday,12,1998
Date2334,Weekday,Thursday,1,1994
Date2335,Weekend,Friday,3,2022
Date2336,Weekday,Friday,12,2023
Date2337,Weekday,Friday,6,1993
Date2338,Weekend,Friday,11,2023
Date2339,Weekend,Saturday,3,2008
Date2340,Weekday,Monday,4,1994
Date2341,Weekend,Monday,3,2002
Date2342,Weekend,Monday,12,2005
Date2343,Weekend,Friday,6,2014
Date2344,Weekday,Friday,8,1996
Date2345,Weekend,Monday,12,1989
Date2346,Weekday,Friday,5,2007
Date2347,Weekend,Sunday,1,1992
Date2348,Weekday,Wednesday,11,2022
Date2349,Weekday,Tuesday,1,2004
Date2350,Weekend,Sunday,1,1999
Date2351,Weekday,Thursday,2,2018
Date2352,Weekday,Monday,12,2010
Date2353,Weekday,Friday,1,2024
Date2354,Weekday,Tuesday,8,2009
Date2355,Weekend,Sunday,8,1995
Date2356,Weekday,Thursday,6,2023
Date2357,Weekday,Wednesday,4,2002
Date2358,Weekday,Thursday,2,1993
Date2359,Weekday,Wednesday,5,2019
Date2360,Weekend,Friday,10,1994
Date2361,Weekday,Friday,8,2022
Date2362,Weekend,Monday,10,1991
Date2363,Weekend,Saturday,9,2014
Date2364,Weekday,Tuesday,8,2004
Date2365,Weekend,Saturday,2,2022
Date2366,Weekend,Monday,1,2016
Date2367,Weekday,Thursday,1,2010
Date2368,Weekday,Monday,8,1995
Date2369,Weekday,Wednesday,1,1992
Date2370,Weekday,Tuesday,9,1993
Date2371,Weekend,Friday,4,2017
Date2372,Weekend,Saturday,11,2009
Date2373,Weekday,Thursday,6,1997
Date2374,Weekend,Sunday,5,1993
Date2375,Weekend,Saturday,9,2010
Date2376,Weekend,Saturday,6,1997
Date2377,Weekend,Monday,6,2011
Date2378,Weekday,Thursday,3,2003
Date2379,Weekday,Tuesday,2,2003
Date2380,Weekend,Monday,11,1989
Date2381,Weekday,Wednesday,4,1991
Date2382,Weekend,Sunday,3,1990
Date2383,Weekday,Monday,8,2013
Date2384,Weekend,Sunday,10,2022
Date2385,Weekend,Monday,4,2019
Date2386,Weekend,Friday,11,2016
Date2387,Weekend,Sunday,12,2023
Date2388,Weekday,Friday,12,1992
Date2389,Weekend,Monday,8,2012
Date2390,Weekend,Sunday,9,2001
Date2391,Weekday,Tuesday,11,2012
Date2392,Weekend,Monday,7,1995
Date2393,Weekend,Friday,9,2018
Date2394,Weekday,Friday,6,2017
Date2395,Weekend,Friday,3,2015
Date2396,Weekday,Tuesday,2,2022
Date2397,Weekend,Friday,5,2016
Date2398,Weekend,Monday,6,2000
Date2399,Weekend,Monday,2,2012
Date2400,Weekend,Saturday,4,2000
Date2401,Weekday,Friday,11,2024
Date2402,Weekend,Sunday,8,1991
Date2403,Weekend,Monday,9,1994
Date2404,Weekend,Saturday,11,2001
Date2405,Weekday,Tuesday,8,2017
Date2406,Weekday,Thursday,11,2018
Date2407,Weekday,Friday,12,2002
Date2408,Weekday,Tuesday,3,2021
Date2409,Weekend,Sunday,11,2019
Date2410,Weekend,Friday,2,2014
Date2411,Weekday,Thursday,9,2018
Date2412,Weekday,Wednesday,8,1998
Date2413,Weekday,Thursday,5,1995
Date2414,Weekday,Monday,4,2011
Date2415,Weekend,Saturday,11,1993
Date2416,Weekday,Thursday,11,2023
Date2417,Weekday,Monday,4,1997
Date2418,Weekday,Monday,5,1992
Date2419,Weekend,Monday,9,1989
Date2420,Weekend,Friday,4,1989
Date2421,Weekday,Friday,5,2006
Date2422,Weekday,Wednesday,5,2015
Date2423,Weekday,Tuesday,3,2016
Date2424,Weekday,Wednesday,8,1994
Date2425,Weekday,Tuesday,1,2001
Date2426,Weekend,Sunday,8,2022
Date2427,Weekday,Tuesday,7,2008
Date2428,Weekday,Friday,3,2024
Date2429,Weekday,Tuesday,12,1990
Date2430,Weekend,Friday,1,2012
Date2431,Weekend,Monday,1,2005
Date2432,Weekday,Tuesday,7,2015
Date2433,Weekday,Monday,10,1990
Date2434,Weekday,Monday,1,1989
Date2435,Weekday,Monday,8,2009
Date2436,Weekday,Thursday,7,2009
Date2437,Weekend,Saturday,6,2004
Date2438,Weekend,Sunday,6,2023
Date2439,Weekend,Monday,6,2018
Date2440,Weekday,Thursday,1,1992
Date2441,Weekday,Wednesday,12,2013
Date2442,Weekday,Wednesday,5,2011
Date2443,Weekday,Tuesday,8,2007
Date2444,Weekend,Saturday,5,2012
Date2445,Weekday,Monday,2,2005
Date2446,Weekend,Saturday,12,2010
Date2447,Weekend,Sunday,8,2018
Date2448,Weekday,Wednesday,2,2005
Date2449,Weekend,Friday,11,1989
Date2450,Weekday,Monday,8,1991
Date2451,Weekday,Thursday,1,2024
Date2452,Weekday,Friday,3,1995
Date2453,Weekend,Saturday,11,2018
Date2454,Weekday,Wednesday,8,2003
Date2455,Weekend,Monday,7,2015
Date2456,Weekday,Wednesday,11,1989
Date2457,Weekday,Monday,5,1995
Date2458,Weekend,Friday,9,2003
Date2459,Weekend,Saturday,11,2021
Date2460,Weekday,Friday,10,2001
Date2461,Weekday,Friday,12,2003
Date2462,Weekend,Sunday,1,1996
Date2463,Weekend,Monday,2,2003
Date2464,Weekday,Wednesday,2,1996
Date2465,Weekday,Thursday,9,2004
Date2466,Weekend,Friday,6,1991
Date2467,Weekend,Saturday,5,2000
Date2468,Weekend,Sunday,5,2018
Date2469,Weekend,Sunday,2,1995
Date2470,Weekend,Monday,11,2000
Date2471,Weekday,Friday,7,2010
Date2472,Weekend,Sunday,4,1994
Date2473,Weekday,Thursday,11,1999
Date2474,Weekend,Friday,5,1995
Date2475,Weekend,Friday,1,2006
Date2476,Weekday,Monday,5,2014
Date2477,Weekday,Thursday,8,2013
Date2478,Weekend,Sunday,11,1993
Date2479,Weekend,Monday,3,2003
Date2480,Weekend,Saturday,12,1990
Date2481,Weekday,Wednesday,9,2024
Date2482,Weekday,Thursday,2,2013
Date2483,Weekend,Monday,9,1992
Date2484,Weekday,Wednesday,12,2019
Date2485,Weekday,Monday,9,2017
Date2486,Weekend,Saturday,6,1989
Date2487,Weekday,Wednesday,5,2000
Date2488,Weekend,Sunday,12,2022
Date2489,Weekday,Thursday,8,2016
Date2490,Weekday,Wednesday,5,2009
Date2491,Weekend,Sunday,1,1995
Date2492,Weekday,Thursday,9,2021
Date2493,Weekend,Friday,1,2003
Date2494,Weekday,Tuesday,10,2013
Date2495,Weekday,Thursday,9,2014
Date2496,Weekend,Friday,12,2014
Date2497,Weekday,Thursday,4,1999
Date2498,Weekend,Saturday,9,2013
Date2499,Weekday,Wednesday,10,2020
Date2500,Weekend,Sunday,9,2002
Date2501,Weekday,Thursday,3,2022
Date2502,Weekday,Monday,8,2021
Date2503,Weekend,Friday,7,2009
Date2504,Weekday,Monday,9,1992
Date2505,Weekend,Sunday,1,2013
Date2506,Weekday,Tuesday,9,2007
Date2507,Weekday,Tuesday,2,2021
Date2508,Weekday,Friday,12,2009
Date2509,Weekend,Sunday,3,2005
Date2510,Weekday,Wednesday,1,2000
Date2511,Weekday,Friday,3,2013
Date2512,Weekday,Friday,6,2006
Date2513,Weekday,Wednesday,7,2022
Date2514,Weekday,Friday,5,2008
Date2515,Weekday,Monday,2,2001
Date2516,Weekend,Monday,4,2015
Date2517,Weekend,Sunday,7,2007
Date2518,Weekday,Wednesday,3,2024
Date2519,Weekday,Tuesday,9,2001
Date2520,Weekend,Sunday,8,2009
Date2521,Weekday,Thursday,7,2002
Date2522,Weekday,Friday,8,1998
Date2523,Weekday,Thursday,9,1995
Date2524,Weekend,Friday,9,1989
Date2525,Weekend,Sunday,8,2024
Date2526,Weekend,Friday,3,2008
Date2527,Weekday,Wednesday,3,1993
Date2528,Weekend,Sunday,4,2021
Date2529,Weekend,Friday,10,1991
Date2530,Weekend,Saturday,6,2003
Date2531,Weekday,Wednesday,10,2003
Date2532,Weekday,Tuesday,12,2006
Date2533,Weekend,Sunday,4,2014
Date2534,Weekday,Friday,12,2010
Date2535,Weekend,Friday,5,2011
Date2536,Weekday,Friday,10,2019
Date2537,Weekday,Wednesday,5,2001
Date2538,Weekday,Friday,4,1989
Date2539,Weekday,Thursday,11,2021
Date2540,Weekday,Tuesday,4,1991
Date2541,Weekday,Tuesday,2,2016
Date2542,Weekend,Monday,1,2009
Date2543,Weekend,Saturday,12,2017
Date2544,Weekday,Monday,5,2009
Date2545,Weekday,Thursday,5,1990
Date2546,Weekday,Friday,10,1996
Date2547,Weekday,Friday,5,1993
Date2548,Weekend,Monday,10,1990
Date2549,Weekend,Sunday,12,2011
Date2550,Weekday,Thursday,11,2005
Date2551,Weekday,Wednesday,4,2007
Date2552,Weekday,Tuesday,4,1992
Date2553,Weekday,Thursday,10,2020
Date2554,Weekday,Tuesday,6,2009
Date2555,Weekday,Wednesday,5,1997
Date2556,Weekday,Friday,5,2016
Date2557,Weekday,Friday,1,2010
Date2558,Weekend,Saturday,7,2021
Date2559,Weekday,Thursday,3,2015
Date2560,Weekend,Friday,3,2020
Date2561,Weekday,Wednesday,6,2012
Date2562,Weekday,Friday,3,1991
Date2563,Weekend,Monday,9,2005
Date2564,Weekend,Saturday,7,2011
Date2565,Weekend,Sunday,7,1989
Date2566,Weekend,Sunday,4,1997
Date2567,Weekday,Wednesday,12,2003
Date2568,Weekend,Monday,2,1990
Date2569,Weekday,Wednesday,12,2001
Date2570,Weekend,Saturday,8,2010
Date2571,Weekday,Thursday,6,1994
Date2572,Weekday,Wednesday,2,2020
Date2573,Weekday,Monday,5,1994
Date2574,Weekend,Saturday,11,2015
Date2575,Weekend,Monday,6,1990
Date2576,Weekday,Thursday,2,2003
Date2577,Weekday,Monday,11,2013
Date2578,Weekday,Friday,1,2004
Date2579,Weekend,Saturday,5,1999
Date2580,Weekday,Tuesday,7,1997
Date2581,Weekday,Tuesday,11,2006
Date2582,Weekday,Friday,10,2017
Date2583,Weekend,Sunday,12,2002
Date2584,Weekend,Saturday,5,2024
Date2585,Weekday,Thursday,2,2004
Date2586,Weekday,Friday,5,2002
Date2587,Weekday,Friday,2,2012
Date2588,Weekend,Saturday,12,2007
Date2589,Weekday,Friday,4,2016
Date2590,Weekend,Sunday,11,2000
Date2591,Weekend,Friday,3,1998
Date2592,Weekend,Monday,11,2011
Date2593,Weekday,Friday,2,2014
Date2594,Weekday,Thursday,9,1991
Date2595,Weekday,Thursday,6,2015
Date2596,Weekday,Monday,10,2016
Date2597,Weekday,Tuesday,10,2024
Date2598,Weekday,Wednesday,12,2005
Date2599,Weekday,Thursday,12,1999
Date2600,Weekend,Saturday,11,2014
Date2601,Weekday,Monday,9,1995
Date2602,Weekend,Saturday,11,1997
Date2603,Weekday,Thursday,5,2005
Date2604,Weekday,Wednesday,11,2024
Date2605,Weekend,Friday,11,2021
Date2606,Weekday,Thursday,4,2009
Date2607,Weekday,Friday,5,1997
Date2608,Weekend,Friday,1,2015
Date2609,Weekend,Sunday,2,2005
Date2610,Weekday,Tuesday,8,1997
Date2611,Weekend,Sunday,8,2007
Date2612,Weekend,Sunday,5,2013
Date2613,Weekday,Tuesday,1,2006
Date2614,Weekend,Friday,12,2020
Date2615,Weekday,Tuesday,9,1994
Date2616,Weekend,Saturday,11,1994
Date2617,Weekday,Monday,5,2006
Date2618,Weekend,Saturday,9,1998
Date2619,Weekend,Friday,6,1997
Date2620,Weekend,Saturday,7,2001
Date2621,Weekday,Wednesday,3,1998
Date2622,Weekday,Friday,2,2006
Date2623,Weekend,Sunday,3,2022
Date2624,Weekend,Sunday,6,2015
Date2625,Weekday,Monday,9,1993
Date2626,Weekday,Friday,12,2024
Date2627,Weekend,Sunday,2,2010
Date2628,Weekend,Monday,8,1996
Date2629,Weekend,Saturday,10,1998
Date2630,Weekday,Wednesday,3,1992
Date2631,Weekday,Tuesday,2,2023
Date2632,Weekend,Saturday,2,2010
Date2633,Weekend,Sunday,12,1989
Date2634,Weekday,Thursday,10,1990
Date2635,Weekday,Monday,4,2003
Date2636,Weekday,Monday,2,2000
Date2637,Weekday,Tuesday,8,1990
Date2638,Weekend,Saturday,4,2010
Date2639,Weekend,Monday,6,1998
Date2640,Weekend,Saturday,2,1989
Date2641,Weekday,Monday,12,1992
Date2642,Weekend,Friday,10,2014
Date2643,Weekday,Tuesday,12,2007
Date2644,Weekend,Friday,3,1991
Date2645,Weekday,Friday,8,2018
Date2646,Weekend,Sunday,3,2015
Date2647,Weekday,Thursday,10,1993
Date2648,Weekday,Tuesday,12,2002
Date2649,Weekday,Wednesday,10,1996
Date2650,Weekend,Saturday,12,1991
Date2651,Weekday,Friday,4,1999
Date2652,Weekend,Monday,6,1993
Date2653,Weekday,Friday,11,1993
Date2654,Weekend,Monday,5,2011
Date2655,Weekday,Wednesday,10,2017
Date2656,Weekday,Wednesday,5,1999
Date2657,Weekday,Tuesday,6,2006
Date2658,Weekday,Tuesday,3,2004
Date2659,Weekday,Wednesday,5,2002
Date2660,Weekday,Wednesday,6,2000
Date2661,Weekday,Wednesday,5,1994
Date2662,Weekend,Sunday,7,2018
Date2663,Weekend,Monday,11,1992
Date2664,Weekday,Tuesday,11,1999
Date2665,Weekday,Friday,8,1994
Date2666,Weekday,Thursday,2,2021
Date2667,Weekday,Friday,12,2017
Date2668,Weekday,Thursday,9,1992
Date2669,Weekday,Monday,12,2015
Date2670,Weekday,Tuesday,8,2002
Date2671,Weekend,Friday,11,2006
Date2672,Weekend,Friday,4,2007
Date2673,Weekday,Wednesday,10,2000
Date2674,Weekend,Friday,10,2002
Date2675,Weekend,Friday,9,2013
Date2676,Weekday,Wednesday,8,2016
Date2677,Weekday,Tuesday,5,2024
Date2678,Weekend,Saturday,7,2003
Date2679,Weekday,Friday,4,2003
Date2680,Weekday,Wednesday,2,1999
Date2681,Weekday,Thursday,6,1992
Date2682,Weekend,Sunday,2,2018
Date2683,Weekday,Monday,10,2003
Date2684,Weekend,Friday,6,2016
Date2685,Weekday,Thursday,8,1993
Date2686,Weekday,Friday,10,2003
Date2687,Weekday,Wednesday,8,2020
Date2688,Weekday,Tuesday,7,2000
Date2689,Weekend,Sunday,6,2008
Date2690,Weekend,Monday,6,2003
Date2691,Weekend,Saturday,5,2017
Date2692,Weekday,Wednesday,3,2009
Date2693,Weekday,Friday,7,2005
Date2694,Weekend,Monday,9,1991
Date2695,Weekday,Monday,5,2008
Date2696,Weekend,Monday,10,2010
Date2697,Weekday,Friday,5,1994
Date2698,Weekday,Thursday,12,1994
Date2699,Weekend,Sunday,7,2024
Date2700,Weekday,Monday,7,2002
Date2701,Weekday,Thursday,3,2019
Date2702,Weekend,Sunday,11,2015
Date2703,Weekday,Tuesday,5,2012
Date2704,Weekday,Tuesday,12,1993
Date2705,Weekday,Thursday,4,2010
Date2706,Weekday,Wednesday,4,2016
Date2707,Weekday,Monday,1,2013
Date2708,Weekday,Tuesday,5,1990
Date2709,Weekend,Sunday,4,2012
Date2710,Weekend,Saturday,6,2018
Date2711,Weekday,Monday,4,2000
Date2712,Weekday,Wednesday,7,2005
Date2713,Weekday,Wednesday,2,1990
Date2714,Weekday,Friday,9,1999
Date2715,Weekday,Thursday,12,2002
Date2716,Weekend,Monday,6,2020
Date2717,Weekend,Sunday,2,1999
Date2718,Weekday,Friday,3,2016
Date2719,Weekend,Saturday,11,2022
Date2720,Weekend,Friday,12,2001
Date2721,Weekday,Monday,11,2001
Date2722,Weekday,Tuesday,7,2014
Date2723,Weekday,Wednesday,3,2008
Date2724,Weekend,Saturday,2,2015
Date2725,Weekday,Wednesday,12,1994
Date2726,Weekday,Wednesday,7,2000
Date2727,Weekday,Friday,9,2004
Date2728,Weekday,Thursday,3,2000
Date2729,Weekday,Wednesday,12,1991
Date2730,Weekday,Tuesday,7,1998
Date2731,Weekend,Sunday,1,1993
Date2732,Weekday,Thursday,2,2019
Date2733,Weekend,Sunday,10,2017
Date2734,Weekend,Saturday,7,2009
Date2735,Weekend,Sunday,4,2002
Date2736,Weekday,Tuesday,7,2021
Date2737,Weekend,Sunday,12,2001
Date2738,Weekend,Saturday,5,1998
Date2739,Weekend,Sunday,1,2003
Date2740,Weekend,Saturday,8,1990
Date2741,Weekend,Monday,12,2014
Date2742,Weekend,Friday,2,2004
Date2743,Weekday,Monday,7,1999
Date2744,Weekend,Monday,7,2019
Date2745,Weekday,Monday,3,1989
Date2746,Weekday,Friday,6,2013
Date2747,Weekday,Wednesday,5,2007
Date2748,Weekend,Saturday,2,2004
Date2749,Weekend,Sunday,2,2022
Date2750,Weekend,Friday,12,2000
Date2751,Weekday,Monday,10,2006
Date2752,Weekday,Tuesday,3,2008
Date2753,Weekend,Monday,10,1996
Date2754,Weekday,Thursday,1,1996
Date2755,Weekday,Monday,4,1995
Date2756,Weekday,Thursday,4,2008
Date2757,Weekend,Monday,4,2000
Date2758,Weekend,Sunday,2,2015
Date2759,Weekday,Wednesday,9,2018
Date2760,Weekday,Monday,6,1998
Date2761,Weekday,Monday,11,2018
Date2762,Weekday,Wednesday,12,1990
Date2763,Weekday,Thursday,6,2006
Date2764,Weekday,Wednesday,5,2020
Date2765,Weekend,Sunday,8,1989
Date2766,Weekday,Tuesday,12,1994
Date2767,Weekday,Friday,2,2022
Date2768,Weekend,Monday,1,2000
Date2769,Weekday,Wednesday,3,1990
Date2770,Weekday,Tuesday,11,2009
Date2771,Weekday,Friday,12,2022
Date2772,Weekday,Wednesday,12,2020
Date2773,Weekend,Friday,6,2015
Date2774,Weekday,Friday,9,2018
Date2775,Weekday,Thursday,10,1996
Date2776,Weekday,Thursday,3,1992
Date2777,Weekday,Friday,8,2014
Date2778,Weekend,Monday,8,2017
Date2779,Weekday,Monday,12,2006
Date2780,Weekday,Wednesday,7,2015
Date2781,Weekday,Thursday,11,1992
Date2782,Weekday,Monday,8,2008
Date2783,Weekday,Wednesday,6,2014
Date2784,Weekday,Friday,6,1989
Date2785,Weekday,Monday,9,2010
Date2786,Weekday,Thursday,12,1997
Date2787,Weekday,Monday,2,1993
Date2788,Weekend,Monday,3,2006
Date2789,Weekday,Wednesday,5,1991
Date2790,Weekend,Saturday,8,2019
Date2791,Weekday,Thursday,8,2000
Date2792,Weekend,Monday,2,2010
Date2793,Weekday,Wednesday,2,2000
Date2794,Weekday,Friday,12,2007
Date2795,Weekend,Sunday,12,1996
Date2796,Weekend,Sunday,3,2019
Date2797,Weekday,Wednesday,11,2002
Date2798,Weekday,Friday,8,1991
Date2799,Weekday,Friday,3,2007
Date2800,Weekend,Sunday,4,1990
Date2801,Weekday,Monday,5,2018
Date2802,Weekend,Friday,6,1992
Date2803,Weekday,Wednesday,11,1998
Date2804,Weekday,Friday,7,1997
Date2805,Weekday,Wednesday,8,2017
Date2806,Weekday,Tuesday,12,2022
Date2807,Weekday,Thursday,12,2001
Date2808,Weekday,Thursday,8,2017
Date2809,Weekday,Tuesday,3,1996
Date2810,Weekday,Thursday,5,2023
Date2811,Weekend,Sunday,9,1999
Date2812,Weekday,Monday,12,2002
Date2813,Weekday,Monday,7,2014
Date2814,Weekday,Thursday,11,2003
Date2815,Weekend,Saturday,8,2023
Date2816,Weekend,Saturday,11,2017
Date2817,Weekday,Tuesday,5,2004
Date2818,Weekend,Friday,3,1989
Date2819,Weekday,Monday,7,2010
Date2820,Weekday,Monday,12,2007
Date2821,Weekday,Monday,2,2018
Date2822,Weekday,Tuesday,3,1991
Date2823,Weekday,Thursday,4,2024
Date2824,Weekday,Wednesday,5,2017
Date2825,Weekend,Saturday,8,2014
Date2826,Weekday,Monday,7,2023
Date2827,Weekend,Monday,9,2016
Date2828,Weekend,Sunday,9,2004
Date2829,Weekday,Friday,2,2009
Date2830,Weekday,Wednesday,11,1992
Date2831,Weekend,Saturday,12,2004
Date2832,Weekday,Friday,4,2009
Date2833,Weekend,Friday,10,2021
Date2834,Weekend,Sunday,11,1994
Date2835,Weekday,Tuesday,10,1999
Date2836,Weekday,Monday,1,2003
Date2837,Weekend,Friday,5,2017
Date2838,Weekday,Thursday,6,1998
Date2839,Weekend,Monday,9,2018
Date2840,Weekday,Thursday,7,2020
Date2841,Weekday,Tuesday,7,1993
Date2842,Weekday,Friday,6,2018
Date2843,Weekday,Friday,5,2005
Date2844,Weekday,Wednesday,11,2011
Date2845,Weekday,Wednesday,5,1998
Date2846,Weekend,Friday,6,1999
Date2847,Weekday,Thursday,8,2006
Date2848,Weekend,Monday,8,2006
Date2849,Weekend,Sunday,11,1990
Date2850,Weekend,Saturday,11,2005
Date2851,Weekday,Tuesday,7,2016
Date2852,Weekday,Thursday,4,2005
Date2853,Weekend,Monday,12,1993
Date2854,Weekday,Friday,6,2020
Date2855,Weekend,Monday,4,1998
Date2856,Weekday,Monday,8,1999
Date2857,Weekday,Friday,1,1996
Date2858,Weekday,Wednesday,8,2011
Date2859,Weekend,Sunday,12,2005
Date2860,Weekend,Sunday,5,2011
Date2861,Weekday,Friday,9,2000
Date2862,Weekend,Friday,3,2024
Date2863,Weekend,Saturday,8,2013
Date2864,Weekend,Saturday,6,2009
Date2865,Weekday,Monday,10,2005
Date2866,Weekday,Monday,10,1998
Date2867,Weekend,Monday,5,1992
Date2868,Weekday,Friday,7,2007
Date2869,Weekday,Thursday,8,2004
